assignment_id,borrower_id,product_id,relationship_manager_id,start_date,end_date
74,41,PRD009,996,2023-01-01,
75,41,PRD009,3822,2015-01-01,2022-12-31
76,42,PRD007,2693,2016-12-31,
77,42,PRD007,4115,2015-01-01,2016-12-30
78,43,PRD012,5026,2022-01-01,
79,43,PRD012,5615,2020-12-31,2021-12-31
80,44,PRD004,5486,2022-01-01,
81,45,PRD004,904,2022-01-01,
82,45,PRD004,1418,2020-01-01,2021-12-31
83,46,PRD006,4605,2020-12-31,
84,46,PRD006,4655,2020-01-01,2020-12-30
85,47,PRD007,2395,2020-12-31,
86,47,PRD007,1534,2019-01-01,2020-12-30
87,48,PRD006,5710,2024-01-01,
88,48,PRD006,5539,2023-01-01,2023-12-31
89,49,PRD002,4650,2023-01-01,
90,50,PRD018,1059,2015-01-01,
91,50,PRD018,2242,1999-01-01,2014-12-31
92,51,PRD008,833,2009-12-31,
93,51,PRD008,3297,2008-01-01,2009-12-30
94,52,PRD007,4395,2016-12-31,
95,52,PRD007,5427,2014-01-01,2016-12-30
96,53,PRD010,1124,2016-12-31,
97,53,PRD010,1911,2016-01-01,2016-12-30
98,54,PRD012,34,2022-01-01,
99,55,PRD011,5036,2020-12-31,
100,55,PRD011,2308,2020-01-01,2020-12-30
101,56,PRD010,1066,2022-01-01,
102,56,PRD010,5289,2014-01-01,2021-12-31
103,57,PRD019,3296,2006-01-01,
104,57,PRD019,5608,2004-01-01,2005-12-31
105,58,PRD008,480,2022-01-01,
106,58,PRD008,4330,2020-12-31,2021-12-31
107,59,PRD006,1862,2016-12-31,
108,59,PRD006,5331,2015-01-01,2016-12-30
109,60,PRD020,2175,2016-12-31,
110,60,PRD020,3877,2015-01-01,2016-12-30
111,61,PRD002,3087,2016-12-31,
112,61,PRD002,1653,2016-01-01,2016-12-30
113,62,PRD006,2398,2024-01-01,
114,62,PRD006,5000,2023-01-01,2023-12-31
115,63,PRD002,3072,2024-01-01,
116,63,PRD002,970,2020-12-31,2023-12-31
117,64,PRD004,4964,2022-01-01,
118,64,PRD004,3613,2019-01-01,2021-12-31
119,65,PRD021,5150,2024-01-01,
120,65,PRD021,4122,2015-01-01,2023-12-31
121,66,PRD004,3797,2022-01-01,
122,66,PRD004,4516,2020-12-31,2021-12-31
123,67,PRD010,2238,2024-01-01,
124,68,PRD013,2079,2016-12-31,
125,68,PRD013,2077,2011-01-01,2016-12-30
126,69,PRD008,539,2016-12-31,
127,69,PRD008,1476,2016-01-01,2016-12-30
128,70,PRD022,5210,2022-01-01,
129,70,PRD022,529,2019-01-01,2021-12-31
130,71,PRD007,2776,2016-01-01,
131,71,PRD007,4787,2014-01-01,2015-12-31
132,72,PRD008,3877,2020-01-01,
133,72,PRD008,634,2019-01-01,2019-12-31
134,73,PRD018,4389,2024-01-01,
135,73,PRD018,3698,2023-01-01,2023-12-31
136,74,PRD002,4468,2020-12-31,
137,74,PRD002,5458,2019-01-01,2020-12-30
138,75,PRD023,2775,2017-12-31,
139,75,PRD023,3994,2001-12-31,2017-12-30
140,76,PRD004,1316,2022-01-01,
141,76,PRD004,2906,2020-12-31,2021-12-31
142,77,PRD005,2811,2015-01-01,
143,77,PRD005,2937,2014-01-01,2014-12-31
144,78,PRD023,2097,2024-01-01,
145,78,PRD023,3112,2023-01-01,2023-12-31
146,79,PRD003,354,2016-12-31,
147,80,PRD002,214,2020-01-01,
148,80,PRD002,1011,2017-12-31,2019-12-31
149,81,PRD004,4162,2024-01-01,
150,82,PRD012,1939,2024-01-01,
151,83,PRD005,1592,2016-12-31,
152,84,PRD010,1828,2020-12-31,
153,84,PRD010,594,2019-01-01,2020-12-30
154,85,PRD001,4926,2017-12-31,
155,85,PRD001,5324,2016-12-31,2017-12-30
156,86,PRD001,5591,2016-12-31,
157,86,PRD001,2393,2015-01-01,2016-12-30
158,87,PRD002,354,2023-01-01,
159,88,PRD002,1345,2022-01-01,
160,89,PRD002,554,2022-01-01,
161,90,PRD011,2606,2023-01-01,
162,90,PRD011,1915,2019-01-01,2022-12-31
163,91,PRD015,507,2016-01-01,
164,91,PRD015,3156,2015-01-01,2015-12-31
165,92,PRD024,3133,2015-01-01,
166,92,PRD024,1125,2000-01-01,2014-12-31
167,93,PRD008,3531,2022-01-01,
168,93,PRD008,3180,2017-12-31,2021-12-31
169,94,PRD011,508,2017-12-31,
170,94,PRD011,2167,2003-01-01,2017-12-30
171,95,PRD007,2845,2017-12-31,
172,95,PRD007,3441,2016-12-31,2017-12-30
173,96,PRD006,4660,2020-12-31,
174,96,PRD006,1510,2014-01-01,2020-12-30
175,97,PRD007,2371,2022-01-01,
176,97,PRD007,2212,2019-01-01,2021-12-31
177,98,PRD018,1410,2015-01-01,
178,98,PRD018,4856,2003-01-01,2014-12-31
179,99,PRD007,1974,2016-12-31,
180,100,PRD002,3049,2016-01-01,
181,100,PRD002,3217,2012-12-31,2015-12-31
182,101,PRD007,945,2019-01-01,
183,101,PRD007,5675,2016-12-31,2018-12-31
184,102,PRD002,3572,2024-01-01,
185,103,PRD006,2854,2016-12-31,
186,103,PRD006,4572,2015-01-01,2016-12-30
187,104,PRD001,5316,2017-12-31,
188,104,PRD001,1556,2004-01-01,2017-12-30
189,105,PRD006,2549,2016-12-31,
190,105,PRD006,969,2014-01-01,2016-12-30
191,106,PRD001,2755,2007-01-01,
192,106,PRD001,276,2001-12-31,2006-12-31
193,107,PRD004,12,2023-01-01,
194,107,PRD004,4125,2020-12-31,2022-12-31
195,108,PRD020,4795,2016-01-01,
196,108,PRD020,3744,2011-01-01,2015-12-31
197,109,PRD025,1258,2007-01-01,
198,109,PRD025,1556,2004-12-31,2006-12-31
199,110,PRD015,3565,2016-01-01,
200,110,PRD015,3249,2014-01-01,2015-12-31
201,111,PRD023,4774,2016-01-01,
202,111,PRD023,2371,2004-01-01,2015-12-31
203,112,PRD006,628,2016-01-01,
204,112,PRD006,1495,2015-01-01,2015-12-31
205,113,PRD005,3601,2016-12-31,
206,113,PRD005,1429,2006-01-01,2016-12-30
207,114,PRD002,4119,2022-01-01,
208,115,PRD001,2166,2016-01-01,
209,115,PRD001,4271,2014-01-01,2015-12-31
210,116,PRD007,3597,2016-12-31,
211,116,PRD007,581,2014-01-01,2016-12-30
212,117,PRD018,3793,2022-01-01,
213,118,PRD010,886,2020-12-31,
214,118,PRD010,131,2020-01-01,2020-12-30
215,119,PRD007,3528,2019-01-01,
216,119,PRD007,4233,2017-12-31,2018-12-31
217,120,PRD012,2624,2020-12-31,
218,120,PRD012,553,2019-01-01,2020-12-30
219,121,PRD008,3108,2024-01-01,
220,121,PRD008,2815,2014-01-01,2023-12-31
221,122,PRD012,68,2022-01-01,
222,123,PRD014,4417,2022-01-01,
223,123,PRD014,3501,2020-12-31,2021-12-31
224,124,PRD010,2142,2024-01-01,
225,124,PRD010,4449,2015-01-01,2023-12-31
226,125,PRD015,33,2016-01-01,
227,125,PRD015,3532,2014-01-01,2015-12-31
228,126,PRD008,3496,2020-12-31,
229,126,PRD008,770,2020-01-01,2020-12-30
230,127,PRD004,4215,2024-01-01,
231,128,PRD020,5047,2016-12-31,
232,128,PRD020,1364,2015-01-01,2016-12-30
233,129,PRD012,4220,2024-01-01,
234,129,PRD012,1785,2023-01-01,2023-12-31
235,130,PRD007,1107,2023-01-01,
236,130,PRD007,605,2017-12-31,2022-12-31
237,131,PRD001,510,2016-01-01,
238,131,PRD001,3825,2015-01-01,2015-12-31
239,132,PRD002,3011,2022-01-01,
240,132,PRD002,1682,2020-01-01,2021-12-31
241,133,PRD007,3170,2020-12-31,
242,133,PRD007,167,2019-01-01,2020-12-30
243,134,PRD023,1648,2015-01-01,
244,134,PRD023,178,2004-12-31,2014-12-31
245,135,PRD002,3059,2024-01-01,
246,135,PRD002,1787,2023-01-01,2023-12-31
247,136,PRD012,5004,2024-01-01,
248,136,PRD012,2392,2023-01-01,2023-12-31
249,137,PRD002,1403,2024-01-01,
250,137,PRD002,504,2016-12-31,2023-12-31
251,138,PRD003,2466,2016-01-01,
252,138,PRD003,4555,2015-01-01,2015-12-31
253,139,PRD015,1693,2016-01-01,
254,139,PRD015,5307,2015-01-01,2015-12-31
255,140,PRD008,3335,2016-12-31,
256,140,PRD008,4951,2015-01-01,2016-12-30
257,141,PRD002,1281,2016-12-31,
258,141,PRD002,3524,2016-01-01,2016-12-30
259,142,PRD015,1760,2022-01-01,
260,142,PRD015,3715,2020-01-01,2021-12-31
261,143,PRD004,219,2022-01-01,
262,143,PRD004,171,2017-12-31,2021-12-31
263,144,PRD004,278,2022-01-01,
264,144,PRD004,304,2020-12-31,2021-12-31
265,145,PRD002,3883,2024-01-01,
266,145,PRD002,2679,2023-01-01,2023-12-31
267,146,PRD008,3464,2016-12-31,
268,146,PRD008,332,2016-01-01,2016-12-30
269,147,PRD004,4729,2019-01-01,
270,147,PRD004,3147,2017-12-31,2018-12-31
271,148,PRD006,182,2020-01-01,
272,148,PRD006,843,2014-01-01,2019-12-31
273,149,PRD023,1383,2022-01-01,
274,150,PRD012,5621,2016-12-31,
275,151,PRD010,5454,2022-01-01,
276,151,PRD010,3432,2020-12-31,2021-12-31
277,152,PRD011,2857,2016-12-31,
278,153,PRD008,3741,2020-12-31,
279,153,PRD008,719,2020-01-01,2020-12-30
280,154,PRD002,2395,2024-01-01,
281,154,PRD002,3833,2023-01-01,2023-12-31
282,155,PRD003,149,2011-01-01,
283,155,PRD003,2939,2008-01-01,2010-12-31
284,156,PRD023,273,2022-01-01,
285,157,PRD016,739,2015-01-01,
286,157,PRD016,800,1991-01-01,2014-12-31
287,158,PRD007,3140,2016-12-31,
288,158,PRD007,1867,2016-01-01,2016-12-30
289,159,PRD007,5610,2016-12-31,
290,159,PRD007,1491,2006-01-01,2016-12-30
291,160,PRD022,1086,2022-01-01,
292,160,PRD022,1572,2020-12-31,2021-12-31
293,161,PRD008,5704,2014-01-01,
294,161,PRD008,720,2011-01-01,2013-12-31
295,162,PRD007,1099,2020-01-01,
296,162,PRD007,761,2019-01-01,2019-12-31
297,163,PRD010,5125,2024-01-01,
298,163,PRD010,4599,2019-01-01,2023-12-31
299,164,PRD020,835,2016-12-31,
300,164,PRD020,4488,2014-01-01,2016-12-30
301,165,PRD012,610,2020-12-31,
302,165,PRD012,2590,2020-01-01,2020-12-30
303,166,PRD026,1280,2024-01-01,
304,166,PRD026,4133,2023-01-01,2023-12-31
305,167,PRD012,319,2022-01-01,
306,167,PRD012,2275,2020-12-31,2021-12-31
307,168,PRD011,1151,2017-12-31,
308,168,PRD011,722,1992-01-01,2017-12-30
309,169,PRD015,4884,2016-12-31,
310,169,PRD015,2492,2016-01-01,2016-12-30
311,170,PRD008,128,2022-01-01,
312,171,PRD008,4362,2022-01-01,
313,171,PRD008,5469,2017-12-31,2021-12-31
314,172,PRD005,2238,2022-01-01,
315,173,PRD002,4044,2024-01-01,
316,173,PRD002,2186,2023-01-01,2023-12-31
317,174,PRD007,3985,2020-01-01,
318,174,PRD007,1279,2017-12-31,2019-12-31
319,175,PRD007,1216,2023-01-01,
320,176,PRD015,3218,2017-12-31,
321,176,PRD015,809,2016-12-31,2017-12-30
322,177,PRD007,3439,2020-12-31,
323,177,PRD007,3567,2020-01-01,2020-12-30
324,178,PRD018,803,2024-01-01,
325,178,PRD018,1983,2023-01-01,2023-12-31
326,179,PRD021,3848,2016-12-31,
327,179,PRD021,851,2015-01-01,2016-12-30
328,180,PRD007,2546,2022-01-01,
329,180,PRD007,3772,2020-12-31,2021-12-31
330,181,PRD020,4817,2019-01-01,
331,181,PRD020,2916,2016-01-01,2018-12-31
332,182,PRD007,3255,2023-01-01,
333,182,PRD007,574,2008-12-31,2022-12-31
334,183,PRD012,2846,2020-12-31,
335,183,PRD012,4621,2020-01-01,2020-12-30
336,184,PRD006,2155,2022-01-01,
337,184,PRD006,1722,2020-12-31,2021-12-31
338,185,PRD006,3457,2016-01-01,
339,185,PRD006,61,2015-01-01,2015-12-31
340,186,PRD015,4760,2016-01-01,
341,186,PRD015,5540,2015-01-01,2015-12-31
342,187,PRD005,5321,2015-01-01,
343,187,PRD005,1578,2014-01-01,2014-12-31
344,188,PRD020,1089,2016-01-01,
345,188,PRD020,1510,2011-01-01,2015-12-31
346,189,PRD006,1881,2022-01-01,
347,190,PRD007,3058,2022-01-01,
348,190,PRD007,4366,2019-01-01,2021-12-31
349,191,PRD002,3319,2024-01-01,
350,191,PRD002,2560,2023-01-01,2023-12-31
351,192,PRD008,1837,2020-01-01,
352,192,PRD008,3560,2019-01-01,2019-12-31
353,193,PRD001,4964,2014-01-01,
354,193,PRD001,2500,2001-12-31,2013-12-31
355,194,PRD007,4961,2011-01-01,
356,194,PRD007,4970,2008-12-31,2010-12-31
357,195,PRD005,4838,2022-01-01,
358,195,PRD005,785,2014-01-01,2021-12-31
359,196,PRD015,61,2015-01-01,
360,196,PRD015,4180,2012-12-31,2014-12-31
361,197,PRD007,3915,2020-01-01,
362,197,PRD007,793,2017-12-31,2019-12-31
363,198,PRD020,4967,2022-01-01,
364,199,PRD002,5537,2022-01-01,
365,200,PRD002,4259,2020-01-01,
366,200,PRD002,4366,2019-01-01,2019-12-31
367,201,PRD015,140,2024-01-01,
368,201,PRD015,2951,2023-01-01,2023-12-31
369,202,PRD004,2078,2022-01-01,
370,203,PRD002,896,2022-01-01,
371,203,PRD002,1199,2020-01-01,2021-12-31
372,204,PRD010,5328,2024-01-01,
373,205,PRD004,1143,2019-01-01,
374,205,PRD004,1165,2017-12-31,2018-12-31
375,206,PRD023,940,2020-12-31,
376,206,PRD023,2202,2019-01-01,2020-12-30
377,207,PRD004,1726,2019-01-01,
378,207,PRD004,1892,2017-12-31,2018-12-31
379,208,PRD007,5356,2016-12-31,
380,208,PRD007,4337,2012-01-01,2016-12-30
381,209,PRD023,3676,2024-01-01,
382,209,PRD023,111,2020-01-01,2023-12-31
383,210,PRD020,457,2024-01-01,
384,210,PRD020,2334,2022-01-01,2023-12-31
385,211,PRD005,23,2024-01-01,
386,212,PRD015,4072,2022-01-01,
387,212,PRD015,4580,2020-01-01,2021-12-31
388,213,PRD004,323,2022-01-01,
389,213,PRD004,147,2020-12-31,2021-12-31
390,214,PRD005,142,2012-12-31,
391,214,PRD005,3244,2008-01-01,2012-12-30
392,215,PRD020,149,2015-01-01,
393,215,PRD020,3268,2014-01-01,2014-12-31
394,216,PRD002,632,2024-01-01,
395,216,PRD002,4418,2014-01-01,2023-12-31
396,217,PRD005,142,2016-12-31,
397,217,PRD005,3608,2016-01-01,2016-12-30
398,218,PRD018,32,2014-01-01,
399,218,PRD018,5174,1995-01-01,2013-12-31
400,219,PRD001,5008,2017-12-31,
401,219,PRD001,5134,2016-12-31,2017-12-30
402,220,PRD023,2910,2016-12-31,
403,220,PRD023,432,2014-01-01,2016-12-30
404,221,PRD010,270,2020-12-31,
405,221,PRD010,321,2019-01-01,2020-12-30
406,222,PRD007,3160,2022-01-01,
407,223,PRD012,3788,2022-01-01,
408,223,PRD012,786,2020-12-31,2021-12-31
409,224,PRD007,2907,2016-12-31,
410,224,PRD007,4331,2015-01-01,2016-12-30
411,225,PRD008,5286,2022-01-01,
412,225,PRD008,2675,2015-01-01,2021-12-31
413,226,PRD004,2725,2020-12-31,
414,226,PRD004,526,2020-01-01,2020-12-30
415,227,PRD010,4377,2022-01-01,
416,227,PRD010,1277,2020-12-31,2021-12-31
417,228,PRD007,1210,2016-12-31,
418,229,PRD002,438,2024-01-01,
419,230,PRD004,3788,2020-12-31,
420,230,PRD004,3963,2019-01-01,2020-12-30
421,231,PRD010,337,2020-12-31,
422,231,PRD010,3871,2019-01-01,2020-12-30
423,232,PRD019,4750,2008-01-01,
424,232,PRD019,3877,2003-01-01,2007-12-31
425,233,PRD001,4383,2011-01-01,
426,233,PRD001,110,2007-01-01,2010-12-31
427,234,PRD012,389,2022-01-01,
428,235,PRD008,251,2022-01-01,
429,235,PRD008,719,2014-01-01,2021-12-31
430,236,PRD023,241,2017-12-31,
431,236,PRD023,4633,2004-12-31,2017-12-30
432,237,PRD004,4931,2019-01-01,
433,237,PRD004,5328,2016-12-31,2018-12-31
434,238,PRD007,5367,2016-12-31,
435,238,PRD007,2626,2015-01-01,2016-12-30
436,239,PRD004,3267,2020-12-31,
437,239,PRD004,3011,2019-01-01,2020-12-30
438,240,PRD007,5059,2020-01-01,
439,240,PRD007,1033,2014-01-01,2019-12-31
440,241,PRD007,4354,2022-01-01,
441,241,PRD007,2710,2020-01-01,2021-12-31
442,242,PRD004,1185,2022-01-01,
443,243,PRD020,523,2016-12-31,
444,243,PRD020,236,2016-01-01,2016-12-30
445,244,PRD004,3407,2020-01-01,
446,244,PRD004,2941,2017-12-31,2019-12-31
447,245,PRD023,3408,2012-01-01,
448,245,PRD023,4915,2011-01-01,2011-12-31
449,246,PRD004,248,2022-01-01,
450,247,PRD002,4390,2020-12-31,
451,247,PRD002,3386,2019-01-01,2020-12-30
452,248,PRD010,2123,2022-01-01,
453,248,PRD010,5264,2020-01-01,2021-12-31
454,249,PRD004,289,2022-01-01,
455,249,PRD004,1452,2020-12-31,2021-12-31
456,250,PRD002,1420,2011-01-01,
457,250,PRD002,4950,2006-01-01,2010-12-31
458,251,PRD007,3843,2020-01-01,
459,251,PRD007,4612,2017-12-31,2019-12-31
460,252,PRD015,179,2016-01-01,
461,252,PRD015,2454,2009-12-31,2015-12-31
462,253,PRD015,1051,2022-01-01,
463,253,PRD015,913,2019-01-01,2021-12-31
464,254,PRD005,2537,2012-12-31,
465,254,PRD005,4594,2009-12-31,2012-12-30
466,255,PRD002,3030,2022-01-01,
467,256,PRD015,2007,2017-12-31,
468,256,PRD015,2525,2016-12-31,2017-12-30
469,257,PRD007,2380,2024-01-01,
470,257,PRD007,2457,2023-01-01,2023-12-31
471,258,PRD002,1276,2016-12-31,
472,258,PRD002,4113,2016-01-01,2016-12-30
473,259,PRD007,4020,2022-01-01,
474,260,PRD010,5393,2024-01-01,
475,261,PRD010,2966,2022-01-01,
476,261,PRD010,506,2019-01-01,2021-12-31
477,262,PRD008,4814,2019-01-01,
478,262,PRD008,4377,2017-12-31,2018-12-31
479,263,PRD015,5330,2016-12-31,
480,263,PRD015,3091,2014-01-01,2016-12-30
481,264,PRD004,4187,2019-01-01,
482,264,PRD004,5449,2016-01-01,2018-12-31
483,265,PRD012,1729,2022-01-01,
484,266,PRD004,2250,2022-01-01,
485,266,PRD004,1387,2020-01-01,2021-12-31
486,267,PRD015,2196,2016-12-31,
487,267,PRD015,3277,2015-01-01,2016-12-30
488,268,PRD008,5101,2022-01-01,
489,268,PRD008,807,2020-12-31,2021-12-31
490,269,PRD007,1971,2016-12-31,
491,269,PRD007,2628,2016-01-01,2016-12-30
492,270,PRD003,1958,2020-12-31,
493,270,PRD003,2486,2020-01-01,2020-12-30
494,271,PRD020,5100,2016-01-01,
495,271,PRD020,1844,2015-01-01,2015-12-31
496,272,PRD010,3268,2012-12-31,
497,272,PRD010,4450,2012-01-01,2012-12-30
498,273,PRD002,3231,2020-01-01,
499,273,PRD002,105,2019-01-01,2019-12-31
500,274,PRD010,1327,2022-01-01,
501,274,PRD010,4485,2020-12-31,2021-12-31
502,275,PRD003,1576,2012-12-31,
503,275,PRD003,24,2004-01-01,2012-12-30
504,276,PRD014,4677,2017-12-31,
505,276,PRD014,3084,2016-12-31,2017-12-30
506,277,PRD002,3398,2020-12-31,
507,277,PRD002,3718,2020-01-01,2020-12-30
508,278,PRD004,823,2022-01-01,
509,278,PRD004,1354,2020-12-31,2021-12-31
510,279,PRD002,3340,2024-01-01,
511,280,PRD002,858,2016-12-31,
512,280,PRD002,3721,2016-01-01,2016-12-30
513,281,PRD020,378,2016-01-01,
514,281,PRD020,4685,2009-12-31,2015-12-31
515,282,PRD007,4311,2024-01-01,
516,282,PRD007,4442,2023-01-01,2023-12-31
517,283,PRD020,4716,2020-01-01,
518,283,PRD020,4320,2017-12-31,2019-12-31
519,284,PRD007,1739,2020-01-01,
520,284,PRD007,5243,2019-01-01,2019-12-31
521,285,PRD004,5694,2024-01-01,
522,286,PRD004,1552,2016-12-31,
523,287,PRD002,5042,2020-01-01,
524,287,PRD002,4102,2019-01-01,2019-12-31
525,288,PRD008,4490,2020-01-01,
526,288,PRD008,3111,2016-01-01,2019-12-31
527,289,PRD008,5462,2022-01-01,
528,290,PRD008,623,2012-12-31,
529,290,PRD008,1686,2008-12-31,2012-12-30
530,291,PRD019,5236,2022-01-01,
531,291,PRD019,1878,2020-01-01,2021-12-31
532,292,PRD002,4626,2024-01-01,
533,293,PRD004,2199,2012-01-01,
534,293,PRD004,96,2007-01-01,2011-12-31
535,294,PRD001,111,2016-01-01,
536,294,PRD001,1799,2015-01-01,2015-12-31
537,295,PRD002,1477,2024-01-01,
538,295,PRD002,2487,2023-01-01,2023-12-31
539,296,PRD004,1981,2022-01-01,
540,296,PRD004,168,2019-01-01,2021-12-31
541,297,PRD010,4626,2020-01-01,
542,297,PRD010,5667,2016-12-31,2019-12-31
543,298,PRD014,2434,2020-01-01,
544,298,PRD014,1071,2019-01-01,2019-12-31
545,299,PRD012,2192,2024-01-01,
546,300,PRD004,359,2020-01-01,
547,300,PRD004,5718,2017-12-31,2019-12-31
548,301,PRD011,5174,2014-01-01,
549,301,PRD011,2933,2009-12-31,2013-12-31
550,302,PRD004,5067,2022-01-01,
551,302,PRD004,4193,2020-12-31,2021-12-31
552,303,PRD002,5147,2024-01-01,
553,303,PRD002,5454,2023-01-01,2023-12-31
554,304,PRD004,4856,2024-01-01,
555,305,PRD001,2182,2015-01-01,
556,305,PRD001,37,2008-01-01,2014-12-31
557,306,PRD001,1924,2016-01-01,
558,306,PRD001,5116,2014-01-01,2015-12-31
559,307,PRD010,4996,2022-01-01,
560,307,PRD010,444,2020-01-01,2021-12-31
561,308,PRD008,39,2012-12-31,
562,308,PRD008,2377,2008-12-31,2012-12-30
563,309,PRD004,1937,2020-12-31,
564,309,PRD004,805,2017-12-31,2020-12-30
565,310,PRD002,1673,2016-01-01,
566,310,PRD002,2929,2012-12-31,2015-12-31
567,311,PRD004,3229,2024-01-01,
568,311,PRD004,3985,2023-01-01,2023-12-31
569,312,PRD008,1476,2020-01-01,
570,312,PRD008,521,2019-01-01,2019-12-31
571,313,PRD007,2855,2016-12-31,
572,314,PRD011,4834,2015-01-01,
573,314,PRD011,2321,2014-01-01,2014-12-31
574,315,PRD007,3926,2016-12-31,
575,316,PRD004,1082,2014-01-01,
576,316,PRD004,2442,2012-12-31,2013-12-31
577,317,PRD002,4326,2022-01-01,
578,317,PRD002,5454,2020-12-31,2021-12-31
579,318,PRD007,4792,2020-01-01,
580,318,PRD007,1504,2014-01-01,2019-12-31
581,319,PRD002,4029,2024-01-01,
582,319,PRD002,2818,2016-12-31,2023-12-31
583,320,PRD002,4342,2023-01-01,
584,321,PRD001,1991,2008-01-01,
585,321,PRD001,4210,2006-01-01,2007-12-31
586,322,PRD001,5604,2022-01-01,
587,323,PRD004,1807,2023-01-01,
588,323,PRD004,2339,2020-12-31,2022-12-31
589,324,PRD024,2931,2015-01-01,
590,324,PRD024,3285,2000-01-01,2014-12-31
591,325,PRD008,5495,2016-01-01,
592,325,PRD008,1854,2015-01-01,2015-12-31
593,326,PRD012,1644,2022-01-01,
594,327,PRD007,364,2015-01-01,
595,327,PRD007,3854,2014-01-01,2014-12-31
596,328,PRD020,1926,2015-01-01,
597,328,PRD020,2832,2014-01-01,2014-12-31
598,329,PRD007,866,2015-01-01,
599,329,PRD007,3150,2014-01-01,2014-12-31
600,330,PRD017,434,2020-12-31,
601,330,PRD017,1443,2016-01-01,2020-12-30
602,331,PRD011,4316,2023-01-01,
603,331,PRD011,3042,2017-12-31,2022-12-31
604,332,PRD007,5648,2022-01-01,
605,332,PRD007,5007,2020-12-31,2021-12-31
606,333,PRD023,2134,2024-01-01,
607,333,PRD023,3288,2023-01-01,2023-12-31
608,334,PRD007,5702,2022-01-01,
609,335,PRD004,3809,2022-01-01,
610,335,PRD004,5050,2020-12-31,2021-12-31
611,336,PRD015,350,2024-01-01,
612,336,PRD015,822,2023-01-01,2023-12-31
613,337,PRD020,3832,2016-01-01,
614,337,PRD020,4698,2014-01-01,2015-12-31
615,338,PRD007,4095,2024-01-01,
616,338,PRD007,3350,2014-01-01,2023-12-31
617,339,PRD015,5115,2011-01-01,
618,339,PRD015,2568,2006-01-01,2010-12-31
619,340,PRD008,4093,2016-12-31,
