snapshot_id,borrower_id,snapshot_date,monthly_income_usd,daily_income_usd,hourly_income_usd,monthly_gross_usd,income_growth_pct,collateral_score,secondary_income_flag
53,21,2023-08-31,16627.0,782.0,50.0,2671.0,14.0,1,Yes
54,22,2023-11-03,2351.0,296.0,33.0,12253.0,16.0,1,No
55,22,2022-11-03,2026.72,254.22,29.42,12253.0,18.99,1,No
56,23,2023-11-11,2488.8,104.0,75.9,26619.0,12.0,1,Yes
57,24,2023-10-31,6632.0,954.0,46.0,12388.0,13.0,0,No
58,24,2022-10-31,5869.03,948.73,52.25,12388.0,12.68,0,No
59,24,2021-10-31,5208.58,910.66,46.71,12388.0,10.94,0,No
60,25,2023-07-29,2583.6,635.0,80.3,7703.0,13.0,0,No
61,25,2022-07-29,2286.37,720.03,90.47,7703.0,14.36,0,No
62,25,2021-07-29,1999.28,587.39,73.02,7703.0,16.46,0,No
63,26,2023-09-22,2267.0,818.0,52.0,25657.0,17.0,0,No
64,26,2022-09-22,1937.61,720.55,56.57,25657.0,19.62,0,No
65,27,2023-07-05,8380.0,536.0,82.0,21708.0,14.0,2,Yes
66,27,2022-07-05,7350.88,583.29,93.16,21708.0,13.12,2,Yes
67,27,2021-07-05,6498.3,534.04,91.42,21708.0,12.24,1,Yes
68,28,2023-09-24,3172.8,1157.0,77.0,17001.0,21.0,0,Yes
69,28,2022-09-24,2622.15,1199.66,79.48,17001.0,18.16,0,Yes
70,29,2023-08-15,16756.0,444.0,40.0,17323.0,15.0,0,No
71,29,2022-08-15,14570.43,424.41,44.77,17323.0,12.0,0,No
72,29,2021-08-15,13009.32,486.54,39.39,17323.0,16.89,0,No
73,30,2023-07-25,2115.0,1372.0,42.0,15881.0,12.0,0,No
74,30,2022-07-25,1888.39,1334.88,43.31,15881.0,12.53,0,No
75,30,2021-07-25,1678.12,1527.28,47.67,15881.0,13.3,0,No
76,31,2023-08-23,16759.2,465.0,45.1,11652.0,19.0,1,Yes
77,31,2022-08-23,14083.36,420.35,42.7,11652.0,10.3,1,Yes
78,31,2021-08-23,12768.23,505.58,43.18,11652.0,8.73,0,Yes
79,32,2023-08-29,6842.0,1040.0,79.0,26308.0,20.0,1,No
80,32,2022-08-29,5701.67,1127.21,70.05,26308.0,13.72,1,No
81,32,2021-08-29,5013.78,983.4,67.41,26308.0,11.29,0,No
82,33,2023-08-05,2321.0,335.0,46.0,10322.0,22.0,0,Yes
83,33,2022-08-05,1902.46,317.07,42.31,10322.0,15.67,0,Yes
84,34,2023-11-16,5469.6,1300.0,86.9,13535.0,12.0,1,No
85,34,2022-11-16,4883.57,1339.7,87.61,13535.0,13.86,1,No
86,34,2021-11-16,4289.1,1145.14,81.11,13535.0,14.08,0,No
87,35,2023-11-13,5851.2,1151.0,69.3,14242.0,14.0,1,No
88,35,2022-11-13,5132.63,1201.51,73.09,14242.0,15.74,1,No
89,36,2023-08-13,5088.0,277.0,106.7,13119.0,13.0,0,No
90,36,2022-08-13,4502.65,262.05,97.0,13119.0,13.18,0,No
91,37,2023-07-29,6385.0,135.0,62.0,12992.0,14.0,2,Yes
92,37,2022-07-29,5600.88,154.86,60.54,12992.0,14.99,2,Yes
93,37,2021-07-29,4870.75,119.78,55.88,12992.0,11.27,1,Yes
94,38,2023-08-26,16704.0,1005.0,48.0,17119.0,11.0,0,No
95,38,2022-08-26,15048.65,860.66,41.06,17119.0,12.36,0,No
96,38,2021-08-26,13393.24,1090.42,49.09,17119.0,8.05,0,No
97,39,2023-08-06,16203.6,530.0,85.8,14115.0,22.0,1,No
98,39,2022-08-06,13281.64,584.32,83.3,14115.0,12.84,1,No
99,39,2021-08-06,11770.33,592.94,96.56,14115.0,8.39,0,No
100,40,2023-11-28,4490.0,648.0,56.0,21833.0,11.0,2,No
101,40,2022-11-28,4045.05,569.29,61.08,21833.0,10.69,2,No
102,40,2021-11-28,3654.39,691.4,52.21,21833.0,15.54,1,No
103,41,2023-08-22,14299.2,634.0,104.5,25927.0,23.0,2,Yes
104,41,2022-08-22,11625.37,686.23,104.31,25927.0,10.8,2,Yes
105,41,2021-08-22,10492.21,547.85,98.18,25927.0,17.84,1,Yes
106,42,2023-07-29,5160.0,436.0,37.0,21519.0,16.0,0,No
107,42,2022-07-29,4448.28,497.1,32.8,21519.0,18.49,0,No
108,42,2021-07-29,3754.14,419.51,38.31,21519.0,8.29,0,No
109,43,2023-11-20,3579.6,413.0,62.7,18398.0,14.0,0,No
110,43,2022-11-20,3140.0,368.24,71.98,18398.0,18.25,0,No
111,44,2023-08-13,2809.0,1322.0,52.0,2725.0,14.0,0,No
112,44,2022-08-13,2464.04,1158.61,55.5,2725.0,12.26,0,No
113,45,2023-08-30,3936.0,182.0,79.2,13551.0,16.0,0,No
114,45,2022-08-30,3393.1,184.05,67.44,13551.0,18.16,0,No
115,45,2021-08-30,2871.62,192.28,68.57,13551.0,16.83,0,No
116,46,2023-11-21,2726.4,507.0,106.7,24812.0,14.0,0,No
117,46,2022-11-21,2391.58,575.01,93.1,24812.0,11.11,0,No
118,46,2021-11-21,2152.44,481.04,110.31,24812.0,16.12,0,No
119,47,2023-09-24,4194.0,141.0,98.0,14363.0,18.0,0,Yes
120,47,2022-09-24,3554.24,158.97,100.45,14363.0,16.99,0,Yes
121,47,2021-09-24,3038.07,124.92,92.69,14363.0,9.48,0,Yes
122,48,2023-07-06,4834.0,660.0,81.0,7858.0,14.0,1,No
123,49,2023-08-19,2296.0,350.0,57.0,10036.0,14.0,3,No
124,50,2023-08-10,19190.0,1199.0,92.0,17477.0,14.0,2,No
125,50,2022-08-10,16833.33,1206.83,84.84,17477.0,16.68,2,No
126,50,2021-08-10,14426.92,1191.06,91.73,17477.0,10.81,1,No
127,51,2023-08-01,6492.0,429.0,58.3,2323.0,11.0,0,Yes
128,51,2022-08-01,5848.65,398.6,54.74,2323.0,12.26,0,Yes
129,51,2021-08-01,5209.91,375.31,59.32,2323.0,16.73,0,Yes
130,52,2023-10-11,5813.0,303.0,84.0,13492.0,18.0,0,Yes
131,52,2022-10-11,4926.27,264.38,83.86,13492.0,16.95,0,Yes
132,52,2021-10-11,4212.29,276.86,88.3,13492.0,12.68,0,Yes
133,53,2023-08-26,6811.0,509.0,62.0,2112.0,17.0,0,Yes
134,53,2022-08-26,5821.37,448.61,56.58,2112.0,11.88,0,Yes
135,53,2021-08-26,5203.22,522.82,62.51,2112.0,16.58,0,Yes
136,54,2023-09-14,2783.0,1141.0,31.0,13251.0,19.0,0,No
137,54,2022-09-14,2338.66,1194.16,34.23,13251.0,17.09,0,No
138,55,2023-11-05,21166.8,691.0,70.4,6881.0,16.0,0,No
139,55,2022-11-05,18247.24,632.7,67.52,6881.0,19.14,0,No
140,55,2021-11-05,15315.8,789.48,78.17,6881.0,13.13,0,No
141,56,2023-08-22,4906.8,622.0,89.1,5718.0,13.0,2,No
142,56,2022-08-22,4342.3,580.54,80.12,5718.0,11.88,2,No
143,56,2021-08-22,3881.21,586.01,98.99,5718.0,14.48,1,No
144,57,2023-10-26,23444.4,684.0,56.1,6462.0,13.0,0,No
145,57,2022-10-26,20747.26,603.39,49.54,6462.0,14.61,0,No
146,57,2021-10-26,18102.48,584.8,55.44,6462.0,10.67,0,No
147,58,2023-08-03,4374.0,894.0,33.0,15411.0,15.0,0,No
148,58,2022-08-03,3803.48,881.3,30.68,15411.0,16.62,0,No
149,59,2023-07-15,5336.4,805.0,62.7,23163.0,12.0,0,No
150,59,2022-07-15,4764.64,788.45,56.13,23163.0,10.84,0,No
151,59,2021-07-15,4298.67,805.53,62.85,23163.0,8.53,0,No
152,60,2023-09-24,11431.2,216.0,48.4,8787.0,21.0,0,No
153,60,2022-09-24,9447.27,186.78,46.69,8787.0,13.7,0,No
154,60,2021-09-24,8308.95,243.74,43.96,8787.0,9.89,0,No
155,61,2023-10-18,4420.0,1384.0,82.0,13421.0,22.0,1,No
156,61,2022-10-18,3622.95,1396.27,81.84,13421.0,15.94,1,No
157,61,2021-10-18,3124.85,1356.42,86.46,13421.0,14.46,0,No
158,62,2023-11-04,5126.4,188.0,61.6,9558.0,19.0,0,No
159,63,2023-10-07,2332.0,1184.0,70.0,3974.0,20.0,0,No
160,63,2022-10-07,1943.33,1324.32,71.58,3974.0,11.15,0,No
161,64,2023-10-02,3058.0,1157.0,51.0,13364.0,16.0,1,Yes
162,64,2022-10-02,2636.21,1018.52,46.81,13364.0,10.66,1,Yes
163,64,2021-10-02,2382.26,1198.73,54.3,13364.0,11.92,0,Yes
164,65,2023-11-07,8837.0,1146.0,31.0,16642.0,16.0,0,Yes
165,65,2022-11-07,7618.1,1257.41,32.78,16642.0,12.2,0,Yes
166,65,2021-11-07,6789.75,1144.34,27.94,16642.0,10.04,0,Yes
167,66,2023-09-20,4739.0,957.0,72.0,16090.0,12.0,0,No
168,66,2022-09-20,4231.25,896.13,61.27,16090.0,17.06,0,No
169,67,2023-10-16,7665.6,516.0,75.9,22049.0,17.0,0,Yes
170,68,2023-07-27,5402.4,530.0,56.1,7439.0,15.0,0,No
171,68,2022-07-27,4697.74,549.42,60.12,7439.0,19.08,0,No
172,68,2021-07-27,3945.03,586.06,59.26,7439.0,9.7,0,No
173,69,2023-11-15,5472.0,1066.0,32.0,3334.0,12.0,0,No
174,69,2022-11-15,4885.71,1012.32,31.57,3334.0,11.67,0,No
175,69,2021-11-15,4375.14,1213.83,33.59,3334.0,12.28,0,No
176,70,2023-11-27,13142.0,1405.0,82.0,24439.0,16.0,0,No
177,70,2022-11-27,11329.31,1305.46,71.59,24439.0,11.78,0,No
178,70,2021-11-27,10135.36,1480.53,90.69,24439.0,13.94,0,No
179,71,2023-08-03,6524.0,379.0,48.0,8891.0,14.0,1,No
180,71,2022-08-03,5722.81,377.67,44.36,8891.0,15.83,1,No
181,71,2021-08-03,4940.69,334.59,52.59,8891.0,13.67,0,No
182,72,2023-09-19,7309.2,317.0,47.3,24793.0,20.0,0,No
183,72,2022-09-19,6091.0,319.4,42.58,24793.0,18.35,0,No
184,72,2021-09-19,5146.6,283.39,41.54,24793.0,11.05,0,No
185,73,2023-09-08,22453.2,1098.0,93.5,12124.0,13.0,1,No
186,74,2023-08-09,2270.0,974.0,91.0,11005.0,14.0,2,No
187,74,2022-08-09,1991.23,930.4,92.25,11005.0,14.91,2,No
188,74,2021-08-09,1732.86,1021.75,84.27,11005.0,12.59,1,No
189,75,2023-09-03,12297.6,477.0,46.2,2094.0,14.0,1,No
190,75,2022-09-03,10787.37,453.21,46.45,2094.0,13.01,1,No
191,75,2021-09-03,9545.5,500.46,51.26,2094.0,16.44,0,No
192,76,2023-08-01,4220.4,486.0,94.6,22490.0,17.0,0,No
193,76,2022-08-01,3607.18,513.09,101.08,22490.0,11.13,0,No
194,77,2023-11-27,14988.0,1469.0,89.1,15736.0,16.0,2,No
195,77,2022-11-27,12920.69,1429.48,81.62,15736.0,11.48,2,No
196,77,2021-11-27,11590.14,1686.74,85.28,15736.0,8.31,1,No
197,78,2023-07-08,11788.8,534.0,72.6,22908.0,12.0,0,No
198,79,2023-08-14,7168.8,1319.0,56.1,17001.0,13.0,2,Yes
199,79,2022-08-14,6344.07,1415.7,50.95,17001.0,13.59,2,Yes
200,79,2021-08-14,5585.06,1498.97,58.43,17001.0,17.65,1,Yes
201,80,2023-07-16,5851.2,990.0,95.7,5855.0,12.0,1,No
202,80,2022-07-16,5224.29,974.93,108.86,5855.0,18.99,1,No
203,80,2021-07-16,4390.53,997.99,88.96,5855.0,14.79,0,No
204,81,2023-09-09,1816.8,1431.0,36.3,8018.0,16.0,0,No
205,82,2023-08-24,2786.4,541.0,68.2,9518.0,13.0,1,No
206,83,2023-07-05,11159.0,1018.0,39.0,19373.0,15.0,0,No
207,83,2022-07-05,9703.48,1168.85,36.77,19373.0,14.17,0,No
208,83,2021-07-05,8499.15,877.85,39.23,19373.0,11.43,0,No
209,84,2023-11-01,7815.6,1194.0,57.2,9060.0,17.0,1,No
210,84,2022-11-01,6680.0,1177.89,65.23,9060.0,14.33,1,No
211,84,2021-11-01,5842.74,1298.72,53.57,9060.0,17.69,0,No
212,85,2023-07-28,20617.2,857.0,100.1,12888.0,13.0,1,No
213,85,2022-07-28,18245.31,766.28,105.53,12888.0,19.27,1,No
214,85,2021-07-28,15297.48,862.96,93.79,12888.0,13.58,0,No
215,86,2023-10-22,20107.2,444.0,44.0,17323.0,15.0,0,No
216,86,2022-10-22,17484.52,415.8,47.96,17323.0,13.04,0,No
217,86,2021-10-22,15467.55,379.48,37.94,17323.0,10.83,0,No
218,87,2023-11-01,2496.0,924.0,78.0,6670.0,11.0,0,No
219,88,2023-11-19,4161.6,591.0,44.0,16632.0,12.0,1,No
220,88,2022-11-19,3715.71,503.25,42.05,16632.0,14.88,1,No
221,89,2023-12-02,3468.0,591.0,40.0,16632.0,12.0,1,No
222,89,2022-12-02,3096.43,526.77,44.54,16632.0,10.5,1,No
223,90,2023-07-27,14814.0,970.0,59.0,13514.0,19.0,0,No
224,90,2022-07-27,12448.74,1048.25,52.89,13514.0,16.65,0,No
225,90,2021-07-27,10671.87,849.53,54.94,13514.0,17.96,0,No
226,91,2023-10-13,10882.8,853.0,78.1,11031.0,22.0,1,No
227,91,2022-10-13,8920.33,960.03,73.2,11031.0,14.32,1,No
228,91,2021-10-13,7802.95,733.27,88.24,11031.0,10.49,0,No
229,92,2023-08-26,6252.0,1249.0,106.7,20308.0,18.0,1,No
230,92,2022-08-26,5298.31,1423.95,93.84,20308.0,14.23,1,No
231,92,2021-08-26,4638.28,1159.54,100.36,20308.0,11.11,0,No
232,93,2023-07-11,6142.0,155.0,87.0,5174.0,20.0,1,Yes
233,93,2022-07-11,5118.33,172.48,94.94,5174.0,14.36,1,Yes
234,93,2021-07-11,4475.63,138.22,93.99,5174.0,10.5,0,Yes
235,94,2023-08-18,20044.8,1005.0,52.8,17119.0,11.0,0,No
236,94,2022-08-18,18058.38,945.02,46.24,17119.0,15.54,0,No
237,94,2021-08-18,15629.55,1025.1,54.83,17119.0,13.46,0,No
238,95,2023-08-28,5444.4,249.0,38.5,17783.0,22.0,1,Yes
239,95,2022-08-28,4462.62,273.94,33.83,17783.0,17.82,1,Yes
240,95,2021-08-28,3787.66,250.98,40.74,17783.0,13.04,0,Yes
241,96,2023-09-02,2406.0,653.0,50.0,5456.0,11.0,0,No
242,96,2022-09-02,2167.57,638.83,48.81,5456.0,14.68,0,No
243,96,2021-09-02,1890.1,635.42,42.92,5456.0,13.59,0,No
244,97,2023-08-17,4968.0,1182.0,54.0,18500.0,11.0,1,No
245,97,2022-08-17,4475.68,1054.55,60.59,18500.0,10.88,1,No
246,97,2021-08-17,4036.5,1283.64,55.3,18500.0,11.73,0,No
247,98,2023-07-16,23126.4,672.0,59.4,21141.0,15.0,1,No
248,98,2022-07-16,20109.91,748.17,51.44,21141.0,19.0,1,No
249,98,2021-07-16,16899.09,741.57,52.73,21141.0,14.7,0,No
250,99,2023-08-06,9056.4,691.0,80.3,7143.0,12.0,3,No
251,99,2022-08-06,8086.07,768.72,79.34,7143.0,18.07,3,No
252,99,2021-08-06,6848.54,598.62,69.57,7143.0,16.3,2,No
253,100,2023-11-05,3022.8,938.0,86.9,12287.0,21.0,0,No
254,100,2022-11-05,2498.18,824.71,81.44,12287.0,13.33,0,No
255,100,2021-11-05,2204.34,932.79,82.5,12287.0,8.61,0,No
256,101,2023-07-06,5253.0,304.0,92.0,20750.0,16.0,0,No
257,101,2022-07-06,4528.45,325.83,79.66,20750.0,16.74,0,No
258,101,2021-07-06,3879.09,277.1,82.18,20750.0,15.4,0,No
259,102,2023-07-29,4182.0,529.0,86.9,14935.0,11.0,0,No
260,103,2023-10-29,6074.0,658.0,66.0,22887.0,24.0,0,Yes
261,103,2022-10-29,4898.39,692.68,72.97,22887.0,12.24,0,Yes
262,103,2021-10-29,4364.21,618.7,62.26,22887.0,17.89,0,Yes
263,104,2023-12-01,16307.0,1318.0,66.0,5594.0,14.0,1,No
264,104,2022-12-01,14304.39,1366.9,60.07,5594.0,18.06,1,No
265,104,2021-12-01,12116.2,1146.85,59.13,5594.0,16.8,0,No
266,105,2023-07-22,6498.0,147.0,40.7,15972.0,19.0,1,Yes
267,105,2022-07-22,5460.5,133.96,40.38,15972.0,10.97,1,Yes
268,105,2021-07-22,4920.7,161.67,40.01,15972.0,8.56,0,Yes
269,106,2023-11-01,17174.0,117.0,58.0,2437.0,11.0,1,No
270,106,2022-11-01,15472.07,116.43,52.5,2437.0,13.0,1,No
271,106,2021-11-01,13692.1,107.7,64.05,2437.0,10.6,0,No
272,107,2023-08-12,2500.0,134.0,90.0,10515.0,14.0,0,No
273,107,2022-08-12,2192.98,138.71,88.17,10515.0,18.59,0,No
274,108,2023-11-27,10648.0,1274.0,33.0,14394.0,25.0,1,No
275,108,2022-11-27,8518.4,1395.75,34.56,14394.0,11.85,1,No
276,108,2021-11-27,7615.91,1148.17,35.39,14394.0,13.47,0,No
277,109,2023-08-03,15870.0,1319.0,49.5,7739.0,12.0,1,No
278,109,2022-08-03,14169.64,1235.68,43.56,7739.0,14.8,1,No
279,109,2021-08-03,12342.89,1354.12,47.53,7739.0,10.75,0,No
280,110,2023-08-26,11089.2,918.0,38.5,15869.0,12.0,0,No
281,110,2022-08-26,9901.07,809.86,37.54,15869.0,16.98,0,No
282,110,2021-08-26,8463.9,897.3,33.05,15869.0,12.57,0,No
283,111,2023-07-11,10124.0,288.0,40.0,18611.0,14.0,1,Yes
284,111,2022-07-11,8880.7,294.96,34.41,18611.0,13.89,1,Yes
285,111,2021-07-11,7797.61,301.0,41.89,18611.0,12.44,0,Yes
286,112,2023-09-03,5674.0,1105.0,47.0,6927.0,15.0,1,No
287,112,2022-09-03,4933.91,1094.36,50.15,6927.0,19.63,1,No
288,112,2021-09-03,4124.31,1031.04,53.79,6927.0,11.58,0,No
289,113,2023-07-27,16198.8,593.0,96.8,13782.0,17.0,0,No
290,113,2022-07-27,13845.13,664.61,97.53,13782.0,12.11,0,No
291,113,2021-07-27,12349.59,595.32,87.35,13782.0,9.51,0,No
292,114,2023-07-11,2093.0,1474.0,97.0,9260.0,17.0,1,No
293,114,2022-07-11,1788.89,1569.15,105.34,9260.0,13.39,1,No
294,115,2023-09-22,17426.0,584.0,91.0,18685.0,25.0,1,No
295,115,2022-09-22,13940.8,611.76,102.56,18685.0,17.85,1,No
296,115,2021-09-22,11829.27,508.35,100.26,18685.0,12.84,0,No
297,116,2023-08-04,5617.0,754.0,63.0,21075.0,11.0,0,Yes
298,116,2022-08-04,5060.36,681.7,66.94,21075.0,16.06,0,Yes
299,116,2021-08-04,4360.12,755.58,66.0,21075.0,10.59,0,Yes
300,117,2023-09-11,23415.6,1315.0,38.5,9358.0,12.0,1,Yes
301,117,2022-09-11,20906.79,1346.85,39.48,9358.0,15.89,1,Yes
302,118,2023-08-21,4617.0,771.0,45.0,14120.0,12.0,0,No
303,118,2022-08-21,4122.32,662.18,48.14,14120.0,10.68,0,No
304,118,2021-08-21,3724.54,708.94,47.23,14120.0,12.99,0,No
305,119,2023-08-03,7528.8,304.0,66.0,18686.0,22.0,0,No
306,119,2022-08-03,6171.15,279.52,71.38,18686.0,13.24,0,No
307,119,2021-08-03,5449.62,342.05,71.85,18686.0,9.05,0,No
308,120,2023-10-19,2916.0,1402.0,107.8,26204.0,23.0,2,No
309,120,2022-10-19,2370.73,1353.25,123.11,26204.0,17.28,2,No
310,120,2021-10-19,2021.43,1579.65,93.63,26204.0,10.5,1,No
311,121,2023-11-23,5151.0,867.0,87.0,12315.0,25.0,1,No
312,121,2022-11-23,4120.8,755.91,93.87,12315.0,18.47,1,No
313,121,2021-11-23,3478.35,894.71,95.89,12315.0,17.24,0,No
314,122,2023-09-11,2380.0,501.0,58.0,25479.0,11.0,0,Yes
315,122,2022-09-11,2144.14,493.41,51.62,25479.0,11.08,0,Yes
316,123,2023-07-09,3737.0,829.0,88.0,2243.0,19.0,1,No
317,123,2022-07-09,3140.34,753.33,87.77,2243.0,15.56,1,No
318,124,2023-09-20,5582.0,1463.0,64.0,14408.0,21.0,1,No
319,124,2022-09-20,4613.22,1569.28,62.73,14408.0,12.25,1,No
320,124,2021-09-20,4109.78,1475.52,69.57,14408.0,8.86,0,No
321,125,2023-11-26,9852.0,587.0,57.0,8935.0,19.0,1,Yes
322,125,2022-11-26,8278.99,616.7,51.93,8935.0,16.29,1,Yes
323,125,2021-11-26,7119.26,641.59,63.73,8935.0,11.6,0,Yes
324,126,2023-08-20,6062.0,932.0,43.0,4051.0,13.0,1,Yes
325,126,2022-08-20,5364.6,1033.91,40.95,4051.0,15.68,1,Yes
326,126,2021-08-20,4637.45,982.99,48.9,4051.0,15.28,0,Yes
327,127,2023-07-20,2259.0,1469.0,51.0,5543.0,17.0,2,No
328,128,2023-07-28,8894.4,608.0,74.8,6009.0,11.0,0,No
329,128,2022-07-28,8012.97,554.64,82.15,6009.0,11.9,0,No
330,128,2021-07-28,7160.83,608.16,71.58,6009.0,17.0,0,No
331,129,2023-10-28,1118.0,599.0,73.0,8040.0,14.0,0,Yes
332,130,2023-11-15,5171.0,326.0,48.0,16490.0,17.0,0,No
333,130,2022-11-15,4419.66,338.27,53.39,16490.0,14.39,0,No
334,130,2021-11-15,3863.68,332.76,42.63,16490.0,13.17,0,No
335,131,2023-11-07,20518.8,1053.0,77.0,13829.0,15.0,1,No
336,131,2022-11-07,17842.43,967.89,79.34,13829.0,11.18,1,No
337,131,2021-11-07,16048.24,999.59,70.62,13829.0,17.41,0,No
338,132,2023-09-29,3743.0,622.0,39.0,10074.0,24.0,1,Yes
339,132,2022-09-29,3018.55,595.49,43.36,10074.0,13.9,1,Yes
340,132,2021-09-29,2650.17,558.16,36.52,10074.0,13.34,0,Yes
341,133,2023-10-02,5032.8,141.0,107.8,14363.0,18.0,0,Yes
342,133,2022-10-02,4265.08,159.27,107.8,14363.0,18.53,0,Yes
343,133,2021-10-02,3598.32,136.74,93.46,14363.0,14.98,0,Yes
344,134,2023-11-04,10587.6,330.0,71.5,24608.0,18.0,1,No
345,134,2022-11-04,8972.54,373.26,81.9,24608.0,15.83,1,No
346,134,2021-11-04,7746.3,345.17,61.47,24608.0,12.21,0,No
347,135,2023-10-12,2809.2,1240.0,36.3,19715.0,13.0,1,No
348,136,2023-09-08,2033.0,830.0,78.0,7103.0,13.0,1,No
349,137,2023-11-17,2838.0,968.0,40.0,4257.0,14.0,0,No
350,137,2022-11-17,2489.47,981.67,42.81,4257.0,11.39,0,No
351,137,2021-11-17,2234.92,1091.18,41.96,4257.0,16.78,0,No
352,138,2023-10-03,3319.0,1300.0,62.0,24447.0,17.0,2,No
353,138,2022-10-03,2836.75,1419.21,63.19,24447.0,14.94,2,No
354,138,2021-10-03,2468.03,1342.9,68.23,24447.0,16.07,1,No
355,139,2023-09-05,11542.8,669.0,70.4,13596.0,16.0,0,No
356,139,2022-09-05,9950.69,759.3,72.47,13596.0,19.81,0,No
357,139,2021-09-05,8305.39,691.57,61.54,13596.0,13.51,0,No
358,140,2023-10-30,4724.0,426.0,42.0,17000.0,13.0,1,No
359,140,2022-10-30,4180.53,367.43,36.15,17000.0,12.71,1,No
360,140,2021-10-30,3709.1,426.97,43.89,17000.0,12.32,0,No
361,141,2023-09-16,4830.0,1109.0,75.9,11135.0,12.0,0,No
362,141,2022-09-16,4312.5,1234.24,69.7,11135.0,17.82,0,No
363,141,2021-09-16,3660.24,1252.48,65.12,11135.0,15.82,0,No
364,142,2023-10-13,10596.0,541.0,52.0,15395.0,11.0,0,No
365,142,2022-10-13,9545.95,599.48,54.84,15395.0,15.34,0,No
366,142,2021-10-13,8276.35,579.61,52.82,15395.0,8.52,0,No
